,app_name,at,content,score,sentiment,word_count
1016,MyChart,2024-08-09 11:54:37,Help!!! It's been a while since I logged in. Who can I contact for help logging in please,3.0,support,18.0
1017,Practo,2018-04-20 07:31:33,"Ease to use. Helps me to record medical details and helps me to find best 
doctor",5.0,data quality,16.0
1018,Teladoc Health,2024-03-24 11:01:05,Consistent issues where app would time out and say internal server error. Also would not let me add pictures without having to begin all over again to create appointment. Very frustrating,3.0,reliability,31.0
1019,MyChart,2021-02-09 15:26:39,Something changed with this app it stopped working properly. Not sure when. I had to come to the reviews to find the Support contact information? That is sad. I also cannot see any messages sent to my Dr.,1.0,reliability,38.0
1020,Teladoc Health,2020-01-13 23:58:11,Fairly easy but not a five star just yet,4.0,reliability,9.0
1021,Practo,2018-04-07 12:07:50,Permission issue      I dont understand why this app needs permission to access media gallery photos and camera???     This is not makeup app.,1.0,risk,22.0
1022,Telehealth by SimplePractice,2020-04-29 15:57:13,Intermittent video and audio issue. Both parties had good internet connections.,3.0,reliability,11.0
1023,AdventHealth,2024-02-23 11:16:34,"Update has more bugs, click on messages or test results and app closes",1.0,reliability,13.0
1024,Practo,2022-05-21 08:13:03,Horrible customer service... medicine never delivered on time.. false claims of 24hr medicine delivery... Customer care is horrible when you try to cancel order.. useless app,1.0,support,26.0
1025,FollowMyHealth,2017-07-24 13:00:22,Helpful. Takes a while open wish that was fixed but over all useful,4.0,reliability,13.0
1026,healow,2016-07-27 17:23:51,I started using this  a few weeks ago and it worked fine. Now all I get is session expired pop up asking me to put my pin in. Put the pin in and the loop just keeps repeating. Fix it please.,1.0,reliability,41.0
1027,MyChart,2018-06-01 13:30:42,"Recent update log in fails. Unable to see or pay statements. Please fix 
06/01 still can't see statements or pay bills after installing most recent 
update",2.0,reliability,26.0
1028,Practo,2020-06-17 06:33:08,The app has helped me out. A Complete Refund has been provided to me . Plus a coupon from them. Thankyou .,3.0,support,22.0
1029,FollowMyHealth,2018-05-17 07:45:36,Patient Joanie. This app keeps me on top of all the info I need!,5.0,data quality,14.0
1030,FollowMyHealth,2016-07-27 06:42:24,No support always crashed when clicked support button never could add provider.,1.0,support,12.0
1031,United Healthcare,2020-02-15 22:35:18,No icon created. Have to run from playstore only... Fix it!!!!,1.0,reliability,11.0
1032,Practo,2017-11-16 10:28:10,Appointments made from here are never considered. We had to wait three hours. Don't even place orders for medicines. You will not get it. Support staff are inconsiderate,2.0,support,28.0
1033,FollowMyHealth,2019-11-15 08:13:25,Complete record of medical care in the Hendrick Health Care System. Specific medical test results including lab results with comparison to normal/average standards.,5.0,data quality,23.0
1034,FollowMyHealth,2016-04-04 08:18:14,"Helps me to keep track of all my vitals, appointments and such. & easy to use!",5.0,data quality,16.0
1035,MyChart,2021-10-12 09:59:18,"Recently this app is always carshes , I access the web for my medical information , I get ( http/1.1 service unavaliable ) error msg",2.0,reliability,25.0
1036,healow,2022-03-08 14:47:33,"You have totally wrecked this app, 2-3 verifications to try and login. Completely a joke!!!",1.0,reliability,15.0
1037,United Healthcare,2023-02-03 12:55:23,Need to use camera to submit forms. Permissions are on but app says they aren't . And app crashes frequently. Total garbage.,1.0,reliability,22.0
1038,healow,2019-01-20 14:23:15,Recent update removed the ability to request refills. I am now without medicine for three days because of that.,1.0,reliability,19.0
1039,K Health ,2020-04-14 17:05:01,They ask for your name and once you answer they write oops something went wrong 😂 Fix the bug then tell us to download it again ciao,1.0,reliability,27.0
1040,United Healthcare,2023-09-24 18:23:38,Cannot get the uhc app to download to the app page from Playstore on my Galaxy23 Please Help,1.0,reliability,18.0
1041,FollowMyHealth,2022-02-10 22:24:34,"Great to have all my lab results in one place. Update 2/2022. It's been nearly 5 years, since I got this app. The refill prescription function doesn't work and has never worked.",4.0,data quality,32.0
1042,FollowMyHealth,2017-08-11 12:27:20,It was working perfectly until messages sent to provider stopped working. I keep getting a Message Delivery Failure Notice. Please fix,2.0,reliability,21.0
1043,APPatient,2022-06-30 11:25:13,Is anyone reading these reviews? Fix the login so people can actually use the app please.,1.0,reliability,16.0
1044,MyQuest,2022-12-27 09:06:28,App requires an update. Update does not work! Cancel the update and use the app as is.,3.0,reliability,17.0
1045,healow,2022-01-02 10:59:13,"Like many others, I strongly object to this app dictating what I do on my phone. It has its own PIN to open the app, it has no business demanding an overall password for my phone! Completely unacceptable.",1.0,risk,38.0
1046,healow,2019-10-29 15:35:32,Reliable & easy to use. No issues whatsoever.,5.0,reliability,8.0
1047,MyQuest,2022-03-28 06:32:36,Sorry app. Confusing sends you everywhere. Drops info. I entered my secondary ins several times only to view this morning and its gone again. Fix the app.,3.0,reliability,27.0
1048,MyChart,2021-08-15 15:34:15,"Why can't we see the full comment of the progress notes that the doctor wrote. Concerning what I came in for, what instead of what an initial sentence, what we discussed and what was recommended for the next step.",4.0,data control,39.0
1049,FollowMyHealth,2021-12-13 22:21:00,"Helps to keep track of med changes, history, and allergy changes. To receive better care while being an advocate for our own health!",4.0,data quality,23.0
1050,MyChart,2021-12-17 13:27:57,"Very helpful app to consolidate results,meditation, messages and appointments. Helped a lot.",5.0,data quality,12.0
1051,FollowMyHealth,2023-04-20 08:43:41,Fair a little hard to navigate. Hopefully mu experience will improve,3.0,reliability,11.0
1052,FollowMyHealth,2020-07-29 11:55:56,Annoying. Crashes. Takes up a lot of space. Hate it,1.0,reliability,10.0
1053,FollowMyHealth,2021-11-06 19:11:14,It's great . Helps us to not forget our appointments.Lets us our results from tests and lots more.,5.0,data quality,18.0
1054,MyChart,2017-02-15 16:28:55,It was great when it allowed me to log in. Now it won't let me log in. Help?  Edit: it's allowing me to log in now. Thank you. 😊,3.0,reliability,29.0
1055,MyChart,2021-11-14 16:44:45,"Helpful, indeed almost necessary, in sorting out appointments, billing, etc. Like it.",5.0,reliability,12.0
1056,K Health ,2023-03-23 13:05:53,Constant crashing. Broken link. Freezes more than the north poll.,1.0,reliability,10.0
1057,FollowMyHealth,2015-02-23 15:35:50,Would not let me sign in after many attempts.  Removed from my system.,1.0,reliability,13.0
1058,FollowMyHealth,2021-01-27 14:23:56,Tried to sign up 3 times I use SouthWestMedical their website Patient Portal was easy to use . I won't be using this App going to use the 1-800 number for refills and appointments.,1.0,reliability,34.0
1059,healow,2023-01-15 09:17:25,Tried to add a practice. Could not find a place to do it. Help screen was of no help.,1.0,support,19.0
1060,MyChart,2021-12-03 19:43:37,Helps know exactly what the medical staff are talking about. Messages are answered in a reasonable time. Helps keep up with dates appointments.,5.0,data quality,23.0
1061,Practo,2024-05-15 08:01:09,Very poor customer support. No way to reach the support team. Besides practo gives no option to dowloand invoice of a paid consultation. Help center in app never works...,1.0,support,29.0
1062,Practo,2021-04-28 03:25:37,"Support service is not responding, doctor doesn't respond.",1.0,support,8.0
1063,healow,2022-03-13 22:12:50,Broken. Can't log in with pin or fingerprint. Just loops back to sign on page over and over.,1.0,reliability,18.0
1064,FollowMyHealth,2021-04-06 22:37:16,"Just started using this app. so far so good. Update April 2021, this app has been AWESOME! Makes access to documents AND communicating with the Doctor easy! Get to see updates in real time.",5.0,data quality,34.0
1065,MDLive,2021-10-30 10:25:45,"Really good app and app experience. Update: And it's still good, so nothing has changed!",5.0,reliability,15.0
1066,MyChart,2013-02-28 16:55:40,Now I can show my friends how great my cholesterol level is when I'm stuffing myself with bacon at Wando's. This app even works on the old Android 2.3! Completely awesome.,5.0,reliability,31.0
1067,FollowMyHealth,2021-08-11 17:22:14,Helps me keep in touch and up to date.,5.0,data quality,9.0
1068,MyQuest,2022-03-11 08:44:17,Horrible!!! Adding my birthday took WAY TOO MANY PUNCHES to get to 1959! Ridiculous mess. Fix that please!!!,1.0,reliability,18.0
1069,FollowMyHealth,2016-07-21 13:59:32,"Helps me keep track of appointments, medications and dx. Life made easy",5.0,data quality,12.0
1070,FollowMyHealth,2023-03-28 19:27:57,Works on my phone but not on my computer. worked for years .Help !,3.0,reliability,14.0
1071,MyChart,2021-10-12 15:35:08,"I like having my medical records, test results, etc., in one convenient app. Still trying to navigate everything the app has to offer. So far, I do like it and would highly recommend it to anyone. Eliminates the need for paper, also.",5.0,data quality,42.0
1072,United Healthcare,2024-07-17 13:08:56,Can't choose my plan when I first go in it just keeps spinning nothing happens. I'm going to try to uninstall and reinstall. Help me if this don't work I'll update.,1.0,reliability,31.0
1073,MyUPMC,2020-04-24 10:25:54,Customer service person was awesome. Very patient and helpful.,5.0,support,9.0
1074,MyChart,2022-12-29 14:48:15,Absolutely No Help From Issues Using This App it sucks,1.0,support,10.0
1075,healow,2018-07-29 22:25:52,"Helps keep everything organized for me and I like being able to view 
results from testing and labs..",5.0,data quality,18.0
1076,MyChart,2022-07-28 18:47:05,"I have deselected the campaigns notifications. It still spams me everyday. Update: I am using John Muir. COVID compaign notifications are off, they still keep sending them.",1.0,reliability,27.0
1077,Amwell ,2016-06-05 09:25:31,Helpful information.  Very timely and helpful throughout the visit,5.0,data quality,9.0
1078,FollowMyHealth,2016-04-14 11:23:44,This app has been working well.  Helps to easily communicate with my doctors (via secured email) and keep notes in one place for my next visit with them.,4.0,reliability,28.0
1079,FollowMyHealth,2021-12-16 06:32:18,Helps you see the results your doctor may not tell you. You can see all your health records on phone. Very convenient,5.0,data control,22.0
1080,MyChart,2015-08-27 07:28:11,Helpful but little disappointed. This app does not enable users to see as much as on desktop version. This is MyChart Lite.,4.0,data quality,22.0
